#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter id="bPopSizes.t:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.tree.Tree">
#                    <trait dateFormat="yyyy-M-dd" id="dateTrait.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.tree.TraitSet" traitname="date" value="MK492263-2015-07-15=2015-07-15,MK211379-2016-07-15=2016-07-15,KU182962-2005-06-27=2005-06-27,MG693170-2013-07-15=2013-07-15,NC_009021-2005-07-15=2005-07-15,NC_048212-2013-07-15=2013-07-15,MG693172-2013-07-15=2013-07-15,HQ728482-2006-07-15=2006-07-15,MG693171-2013-07-15=2013-07-15,OK020088-2018-07-15=2018-07-15,OK067321-2018-09-11=2018-09-11,OK067320-2018-04-14=2018-04-14,OK020089-2018-04-13=2018-04-13,MG693169-2013-07-15=2013-07-15,EF065516-2005-07-15=2005-07-15,EF065514-2005-07-15=2005-07-15,HM211099-2005-07-15=2005-07-15,HM211098-2005-07-15=2005-07-15,EF065515-2005-07-15=2005-07-15,HM211100-2006-07-15=2006-07-15,MG762674-2009-07-15=2009-07-15,KP696741-2010-06-10=2010-06-10,KP696746-2011-07-11=2011-07-11,KP696745-2011-07-11=2011-07-11,OK020087-2018-04-16=2018-04-16,KP696742-2010-06-10=2010-06-10,KP696743-2010-06-10=2010-06-10,KP696744-2011-07-11=2011-07-11,KP696747-2011-07-11=2011-07-11,OK067319-2018-02-26=2018-02-26,MT350598-2016-07-15=2016-07-15,NC_030886-2014-07-15=2014-07-15">
#                        <taxa id="TaxonSet.AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.AlignAllNobecoRdRp_Extract_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:AlignAllNobecoRdRp_Extract_BEAST" jeffreys="true" parameter="@bPopSizes.t:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="FrequenciesPrior.s:AlignAllNobecoRdRp_Extract_BEAST" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:AlignAllNobecoRdRp_Extract_BEAST" name="distribution">
#            <parameter id="gammaShape.s:AlignAllNobecoRdRp_Extract_BEAST" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="RateATPrior.s:AlignAllNobecoRdRp_Extract_BEAST" name="distribution">
#            <parameter id="rateAT.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:AlignAllNobecoRdRp_Extract_BEAST" name="distribution">
#            <parameter id="rateGT.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="UCMeanRatePrior.c:AlignAllNobecoRdRp_Extract_BEAST" name="distribution">
#            <parameter id="ucedMean.c:AlignAllNobecoRdRp_Extract_BEAST" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.15" name="M" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.16" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@AlignAllNobecoRdRp_Extract_BEAST" id="treeLikelihood.AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:AlignAllNobecoRdRp_Extract_BEAST">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:AlignAllNobecoRdRp_Extract_BEAST" shape="@gammaShape.s:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:AlignAllNobecoRdRp_Extract_BEAST" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:AlignAllNobecoRdRp_Extract_BEAST" rateAC="@rateAT.s:AlignAllNobecoRdRp_Extract_BEAST" rateAT="@rateAT.s:AlignAllNobecoRdRp_Extract_BEAST" rateCG="@rateGT.s:AlignAllNobecoRdRp_Extract_BEAST" rateGT="@rateGT.s:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateAG.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="rateAG" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <parameter estimate="false" id="rateCT.s:AlignAllNobecoRdRp_Extract_BEAST" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies frequencies="@freqParameter.s:AlignAllNobecoRdRp_Extract_BEAST" id="estimatedFreqs.s:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucedMean.c:AlignAllNobecoRdRp_Extract_BEAST" id="ExponentialRelaxedClock.c:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:AlignAllNobecoRdRp_Extract_BEAST">
#                <Exponential id="Exponential.c:AlignAllNobecoRdRp_Extract_BEAST" name="distr">
#                    <parameter id="UCExpLambda.c:AlignAllNobecoRdRp_Extract_BEAST" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="62" id="expRateCategories.c:AlignAllNobecoRdRp_Extract_BEAST" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAT	rateGT	gammaShape	BayesianSkyline	bPopSizes	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	ucedMean	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-6690.7333167369525	-6473.160684635188	-217.57263210176427	-6473.160684635188	15.06902229120955	1.0	1.0	1.0	-184.2037051554532	380.0	7	6	6	6	6	1.0	0.9758560209234199	1.127612809252311	1.0134213430712689	0.25	0.25	0.25	0.25
10000	-3378.364013921087	-3175.3656527848784	-202.9983611362087	-3175.3656527848784	14.118548334130661	0.5613118816930733	0.5097920424738568	0.3757804406710511	-184.37520647306647	380.00003566477545	12	1	1	15	2	0.08137363294060997	0.04506954082956899	0.007044887733861996	1.1803826767641816	0.25675623597262553	0.24324376402737447	0.25	0.25
20000	-2996.1650398931474	-2798.8645648649886	-197.30047502815896	-2798.8645648649886	17.66819202350213	0.4248779705520079	0.08571032629138516	0.17675279886452508	-184.96865331928402	380.00012470990436	4	4	2	16	5	0.02927047200309095	0.020660870024876106	6.453356611534802E-4	1.0901106955394142	0.27593336504727534	0.24076025398583586	0.22679200502801686	0.25651437593887194
30000	-2625.3562436349757	-2430.316533351682	-195.03971028329372	-2430.316533351682	49.35940853086218	0.24271787718518065	0.10980178898539131	0.2566584148193806	-186.33345939854843	380.00211558516173	5	2	11	6	7	0.010583645365402867	0.007734401501099937	1.6047295474500231E-4	1.247949423188231	0.283641472731512	0.23712178460529304	0.2109187978351522	0.26831794482804266
40000	-2629.0555044111143	-2434.284644853352	-194.7708595577625	-2434.284644853352	127.45782725904459	0.27432039704451766	0.09774289551854294	0.22016244912191693	-189.2957287237657	379.9930104845713	8	6	6	4	7	0.0031155784168851192	0.0028522460157229777	1.1402656387618302E-5	1.0492526892796854	0.27129660977623227	0.23722723555072303	0.2233643522733782	0.2681118023996664
50000	-2617.7051901929967	-2410.803225175065	-206.90196501793156	-2410.803225175065	559.3799202373671	0.27432039704451766	0.12228715394986478	0.23844775536617396	-203.199605047059	380.0176314171496	4	9	6	6	6	0.0010759197382136628	7.036617479505366E-4	8.465970400902948E-7	0.8150632862746546	0.29037107515732985	0.16794972114515902	0.2328288336019518	0.30885037009555927
60000	-2624.112457646063	-2407.8885444156767	-216.223913230386	-2407.8885444156767	1012.4182543523676	0.27432039704451766	0.06048710869808962	0.17443211632771397	-214.0390382286858	380.05227230534183	3	4	6	5	13	6.079920103853203E-4	4.6198053925791346E-4	2.477360205391875E-7	0.9016534774662338	0.27309571252934683	0.16990263566272876	0.23558300518016914	0.32141864662775516
70000	-2605.9173061391675	-2399.0787163448576	-206.83858979430988	-2399.0787163448576	631.9315053897445	0.21777134291979888	0.06029808874407566	0.18134307235100727	-204.58430160988306	380.00489085548116	4	3	10	11	3	7.663136022304503E-4	7.742450071974737E-4	6.371490917909552E-7	0.9533676789288935	0.2762472055745765	0.17712527248007637	0.22187596631526388	0.3247515556300831
80000	-2626.463396966422	-2402.116600963378	-224.34679600304403	-2402.116600963378	916.018030272835	0.23108705519900116	0.06513357125852848	0.18134307235100727	-222.61998194251223	379.9591612889413	2	8	10	10	1	4.311719338248635E-4	4.251401405708695E-4	1.611583839983689E-7	0.8575381895737799	0.2538649293416746	0.1803468559895957	0.22187596631526388	0.3439122483534657
90000	-2608.8173518897115	-2389.7468063286683	-219.0705455610431	-2389.7468063286683	500.2164812548164	0.23108705519900116	0.05231550855759773	0.19515432190187082	-217.06023185359004	379.9329186611383	6	12	7	4	2	6.663492405656993E-4	6.518574981649641E-4	3.08481493763952E-7	0.9125575306275733	0.26182816685476107	0.1332593395936791	0.22576031896638007	0.3791521745851796
100000	-2602.945534366657	-2396.0558830964605	-206.88965127019608	-2396.0558830964605	449.7997237544054	0.23108705519900116	0.05231550855759773	0.19681248861100795	-204.7248811543482	379.9504545563344	21	1	5	2	2	7.509190221422087E-4	9.93429467899848E-4	5.027168475589136E-7	0.9118628394515514	0.2434439894199591	0.15170301362234703	0.22576031896638007	0.37909267799131363
110000	-2617.399895516355	-2395.5814846749527	-221.81841084140265	-2395.5814846749527	798.9488818943781	0.23108705519900116	0.09712682781628704	0.20865483790414927	-219.60409609304025	380.00992455829675	2	5	5	5	14	4.6629058511044334E-4	4.982839987889734E-4	1.7117658604049165E-7	0.937240035463132	0.2434439894199591	0.15317711079006444	0.22576031896638007	0.37761858082359623
120000	-2604.09031871561	-2389.095931191554	-214.99438752405587	-2389.095931191554	503.3280756034383	0.24810550932084144	0.07113337626144481	0.24116998213336516	-212.4642910411718	380.0997313932516	1	2	11	16	1	7.26928290776571E-4	7.933810442162788E-4	3.3504390861194314E-7	0.909477281616599	0.24829590271170449	0.1668042655324342	0.18517776258771151	0.3997220691681497
130000	-2609.1009901408315	-2389.0350208511827	-220.06596928964888	-2389.0350208511827	713.3977598069364	0.26814875426179186	0.07462554710866011	0.17907873372306973	-218.01551588105679	380.1652545671104	16	1	7	6	1	4.538605300234439E-4	4.871507088714191E-4	2.813470694460518E-7	0.995654508729316	0.26142634280442467	0.16394891774765818	0.1880331103724875	0.3865916290754295
140000	-2617.971270265481	-2404.054854580133	-213.9164156853479	-2404.054854580133	773.3003318237455	0.19622382345941464	0.07462554710866011	0.17392619843260942	-211.71500112420114	379.958699334185	1	3	20	6	1	6.833498879724338E-4	7.044895959927718E-4	3.5189373970139894E-7	0.9230620666560329	0.25023553201695214	0.1571381290900234	0.19406812349735858	0.3985582153956657
150000	-2598.676121805212	-2387.6440607973645	-211.03206100784752	-2387.6440607973645	778.3192222066041	0.19187630323373056	0.08255574755176721	0.19648955647281055	-208.24246463903884	380.0675806477664	4	8	3	8	8	9.772069467427022E-4	7.647235795721739E-4	9.129738721802866E-7	0.996215167188247	0.23674453721737782	0.15832645755278432	0.20483781932607528	0.4000911859037624
160000	-2595.409785433107	-2385.6928269687123	-209.7169584643947	-2385.6928269687123	561.9978896703964	0.17551683305016658	0.05706156275370787	0.19648955647281055	-207.65487326772512	380.20345131358715	3	6	8	1	13	7.977730652575465E-4	9.67581166411285E-4	6.782604652217503E-7	0.8795586448027614	0.24094882594863581	0.15826178795756563	0.20413393050033712	0.39665545559346127
170000	-2600.026209811049	-2387.5111593222764	-212.51505048877243	-2387.5111593222764	586.5497187216225	0.2067709162269201	0.0677559014860752	0.19648955647281055	-210.55297172137557	380.3033851875951	6	2	1	21	1	5.680841442988426E-4	7.613428077927326E-4	3.800320284435093E-7	0.8957007050234252	0.25281250775210695	0.15563013395739708	0.1983516876145821	0.3932056706759137
180000	-2606.9787847784287	-2390.461831319753	-216.51695345867554	-2390.461831319753	916.1926101891813	0.2067709162269201	0.05496154399225939	0.2192904834915458	-214.37358929776238	380.3832402447835	4	4	1	14	8	7.600122124141919E-4	7.541798413644135E-4	3.385590358495474E-7	0.8642122112763594	0.24253757783761382	0.1668974814229409	0.19808709085669807	0.39247784988274703
190000	-2606.034453343572	-2391.8224413369308	-214.2120120066409	-2391.8224413369308	697.5622792716754	0.18971488688287394	0.08465010330396767	0.20531670246783076	-211.9591575396749	380.69358023778074	9	6	9	5	2	6.458279616846106E-4	6.987436026156508E-4	4.0953224820796077E-7	0.9658638972459581	0.2491533274858074	0.17032950062428334	0.18336566264668128	0.3971515092432278
200000	-2610.6210533465483	-2392.5656509324217	-218.05540241412632	-2392.5656509324217	839.1006242151284	0.18971488688287394	0.12672475900685695	0.2312494436799333	-215.6287037758212	380.89906011380646	14	13	2	1	1	5.244496432079196E-4	4.6750140553133247E-4	2.857563767287789E-7	0.9874444997367255	0.2707456007372418	0.1489484732789299	0.17328629584032224	0.40701963014350595
210000	-2602.891626458795	-2384.4052705553304	-218.48635590346495	-2384.4052705553304	795.3862671899352	0.2158323662630612	0.06341470846146925	0.2027855756534668	-216.4971794108251	380.8966269767512	4	2	9	4	12	5.886764904851115E-4	5.380994079990099E-4	3.1181997851848466E-7	0.9507806599647924	0.2537904274551742	0.1489484732789299	0.19024146912238982	0.40701963014350595
220000	-2610.0547221325037	-2390.1854576077853	-219.86926452471826	-2390.1854576077853	835.7475626497587	0.2158323662630612	0.06341470846146925	0.19495025236747265	-217.92519605734026	381.0836869071334	13	8	2	2	6	5.696655538233333E-4	6.261076203149779E-4	2.3753688708710024E-7	0.9235400703957928	0.23878922832714303	0.15989972556411275	0.19024146912238982	0.41106957698635427
